well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class,od_600nm_subtracted
F10,0.089,GC001,2,glucose-acetate,2021-09-12,1,1.6322222222222222,0.07937037037037038,WT,WT,0.009629629629629613
F11,0.086,GC001,3,glucose-acetate,2021-09-12,1,1.6322222222222222,0.07937037037037038,WT,WT,0.00662962962962961
F10,0.09,GC001,2,glucose-acetate,2021-09-12,1,1.7577777777777779,0.07929629629629628,WT,WT,0.010703703703703715
F11,0.087,GC001,3,glucose-acetate,2021-09-12,1,1.7577777777777779,0.07929629629629628,WT,WT,0.007703703703703713
F10,0.09,GC001,2,glucose-acetate,2021-09-12,1,1.8833333333333333,0.07933333333333333,WT,WT,0.010666666666666672
F11,0.088,GC001,3,glucose-acetate,2021-09-12,1,1.8833333333333333,0.07933333333333333,WT,WT,0.00866666666666667
F10,0.091,GC001,2,glucose-acetate,2021-09-12,1,2.008888888888889,0.07933333333333333,WT,WT,0.011666666666666672
F11,0.088,GC001,3,glucose-acetate,2021-09-12,1,2.008888888888889,0.07933333333333333,WT,WT,0.00866666666666667
F10,0.091,GC001,2,glucose-acetate,2021-09-12,1,2.1344444444444446,0.07933333333333333,WT,WT,0.011666666666666672
F11,0.089,GC001,3,glucose-acetate,2021-09-12,1,2.1344444444444446,0.07933333333333333,WT,WT,0.00966666666666667
F10,0.092,GC001,2,glucose-acetate,2021-09-12,1,2.26,0.07933333333333333,WT,WT,0.012666666666666673
F11,0.09,GC001,3,glucose-acetate,2021-09-12,1,2.26,0.07933333333333333,WT,WT,0.010666666666666672
F10,0.093,GC001,2,glucose-acetate,2021-09-12,1,2.3855555555555554,0.07944444444444444,WT,WT,0.013555555555555557
F11,0.091,GC001,3,glucose-acetate,2021-09-12,1,2.3855555555555554,0.07944444444444444,WT,WT,0.011555555555555555
F10,0.094,GC001,2,glucose-acetate,2021-09-12,1,2.511111111111111,0.0792962962962963,WT,WT,0.014703703703703705
F11,0.092,GC001,3,glucose-acetate,2021-09-12,1,2.511111111111111,0.0792962962962963,WT,WT,0.012703703703703703
F10,0.096,GC001,2,glucose-acetate,2021-09-12,1,2.6366666666666667,0.07933333333333333,WT,WT,0.016666666666666677
F11,0.093,GC001,3,glucose-acetate,2021-09-12,1,2.6366666666666667,0.07933333333333333,WT,WT,0.013666666666666674
F10,0.097,GC001,2,glucose-acetate,2021-09-12,1,2.7622222222222224,0.07955555555555556,WT,WT,0.017444444444444443
F11,0.094,GC001,3,glucose-acetate,2021-09-12,1,2.7622222222222224,0.07955555555555556,WT,WT,0.01444444444444444
F10,0.098,GC001,2,glucose-acetate,2021-09-12,1,2.887777777777778,0.07955555555555556,WT,WT,0.018444444444444444
F11,0.096,GC001,3,glucose-acetate,2021-09-12,1,2.887777777777778,0.07955555555555556,WT,WT,0.016444444444444442
F10,0.1,GC001,2,glucose-acetate,2021-09-12,1,3.013333333333333,0.07933333333333333,WT,WT,0.02066666666666668
F11,0.097,GC001,3,glucose-acetate,2021-09-12,1,3.013333333333333,0.07933333333333333,WT,WT,0.017666666666666678
F10,0.102,GC001,2,glucose-acetate,2021-09-12,1,3.138888888888889,0.07940740740740741,WT,WT,0.02259259259259258
F11,0.099,GC001,3,glucose-acetate,2021-09-12,1,3.138888888888889,0.07940740740740741,WT,WT,0.019592592592592592
F10,0.103,GC001,2,glucose-acetate,2021-09-12,1,3.2644444444444445,0.07948148148148147,WT,WT,0.023518518518518522
F11,0.101,GC001,3,glucose-acetate,2021-09-12,1,3.2644444444444445,0.07948148148148147,WT,WT,0.021518518518518534
F10,0.106,GC001,2,glucose-acetate,2021-09-12,1,3.39,0.07940740740740741,WT,WT,0.026592592592592584
F11,0.103,GC001,3,glucose-acetate,2021-09-12,1,3.39,0.07940740740740741,WT,WT,0.02359259259259258
F10,0.108,GC001,2,glucose-acetate,2021-09-12,1,3.5155555555555558,0.07944444444444444,WT,WT,0.028555555555555556
F11,0.105,GC001,3,glucose-acetate,2021-09-12,1,3.5155555555555558,0.07944444444444444,WT,WT,0.025555555555555554
F10,0.111,GC001,2,glucose-acetate,2021-09-12,1,3.641111111111111,0.07948148148148147,WT,WT,0.03151851851851853
F11,0.108,GC001,3,glucose-acetate,2021-09-12,1,3.641111111111111,0.07948148148148147,WT,WT,0.028518518518518526
F10,0.113,GC001,2,glucose-acetate,2021-09-12,1,3.7666666666666666,0.07962962962962962,WT,WT,0.033370370370370384
F11,0.11,GC001,3,glucose-acetate,2021-09-12,1,3.7666666666666666,0.07962962962962962,WT,WT,0.03037037037037038
F10,0.117,GC001,2,glucose-acetate,2021-09-12,1,3.8922222222222222,0.07925925925925927,WT,WT,0.03774074074074074
F11,0.113,GC001,3,glucose-acetate,2021-09-12,1,3.8922222222222222,0.07925925925925927,WT,WT,0.03374074074074074
F10,0.119,GC001,2,glucose-acetate,2021-09-12,1,4.017777777777778,0.07937037037037038,WT,WT,0.03962962962962961
F11,0.116,GC001,3,glucose-acetate,2021-09-12,1,4.017777777777778,0.07937037037037038,WT,WT,0.03662962962962962
F10,0.12,GC001,2,glucose-acetate,2021-09-12,1,4.1433333333333335,0.07951851851851852,WT,WT,0.04048148148148148
F11,0.117,GC001,3,glucose-acetate,2021-09-12,1,4.1433333333333335,0.07951851851851852,WT,WT,0.03748148148148149
F10,0.122,GC001,2,glucose-acetate,2021-09-12,1,4.268888888888889,0.07937037037037038,WT,WT,0.042629629629629615
F11,0.119,GC001,3,glucose-acetate,2021-09-12,1,4.268888888888889,0.07937037037037038,WT,WT,0.03962962962962961
F10,0.122,GC001,2,glucose-acetate,2021-09-12,1,4.394444444444445,0.07951851851851853,WT,WT,0.04248148148148147
F11,0.119,GC001,3,glucose-acetate,2021-09-12,1,4.394444444444445,0.07951851851851853,WT,WT,0.039481481481481465
F10,0.122,GC001,2,glucose-acetate,2021-09-12,1,4.52,0.07955555555555556,WT,WT,0.04244444444444444
F11,0.12,GC001,3,glucose-acetate,2021-09-12,1,4.52,0.07955555555555556,WT,WT,0.040444444444444436
F10,0.122,GC001,2,glucose-acetate,2021-09-12,1,4.645555555555555,0.07940740740740741,WT,WT,0.042592592592592585
F11,0.12,GC001,3,glucose-acetate,2021-09-12,1,4.645555555555555,0.07940740740740741,WT,WT,0.04059259259259258
F10,0.122,GC001,2,glucose-acetate,2021-09-12,1,4.771111111111111,0.07951851851851853,WT,WT,0.04248148148148147
F11,0.119,GC001,3,glucose-acetate,2021-09-12,1,4.771111111111111,0.07951851851851853,WT,WT,0.039481481481481465
F10,0.121,GC001,2,glucose-acetate,2021-09-12,1,4.8966666666666665,0.07955555555555556,WT,WT,0.04144444444444444
F11,0.119,GC001,3,glucose-acetate,2021-09-12,1,4.8966666666666665,0.07955555555555556,WT,WT,0.039444444444444435
F10,0.121,GC001,2,glucose-acetate,2021-09-12,1,5.022222222222222,0.07955555555555556,WT,WT,0.04144444444444444
F11,0.119,GC001,3,glucose-acetate,2021-09-12,1,5.022222222222222,0.07955555555555556,WT,WT,0.039444444444444435
F10,0.121,GC001,2,glucose-acetate,2021-09-12,1,5.147777777777778,0.07948148148148147,WT,WT,0.041518518518518524
F11,0.118,GC001,3,glucose-acetate,2021-09-12,1,5.147777777777778,0.07948148148148147,WT,WT,0.03851851851851852
F10,0.12,GC001,2,glucose-acetate,2021-09-12,1,5.273333333333333,0.07955555555555556,WT,WT,0.040444444444444436
F11,0.118,GC001,3,glucose-acetate,2021-09-12,1,5.273333333333333,0.07955555555555556,WT,WT,0.038444444444444434
F10,0.12,GC001,2,glucose-acetate,2021-09-12,1,5.398888888888889,0.0794814814814815,WT,WT,0.040518518518518495
F11,0.118,GC001,3,glucose-acetate,2021-09-12,1,5.398888888888889,0.0794814814814815,WT,WT,0.038518518518518494
F10,0.12,GC001,2,glucose-acetate,2021-09-12,1,5.524444444444445,0.0794814814814815,WT,WT,0.040518518518518495
F11,0.118,GC001,3,glucose-acetate,2021-09-12,1,5.524444444444445,0.0794814814814815,WT,WT,0.038518518518518494
F10,0.121,GC001,2,glucose-acetate,2021-09-12,1,5.65,0.07959259259259259,WT,WT,0.04140740740740741
F11,0.118,GC001,3,glucose-acetate,2021-09-12,1,5.65,0.07959259259259259,WT,WT,0.038407407407407404
F10,0.121,GC001,2,glucose-acetate,2021-09-12,1,5.775555555555556,0.07944444444444444,WT,WT,0.041555555555555554
F11,0.118,GC001,3,glucose-acetate,2021-09-12,1,5.775555555555556,0.07944444444444444,WT,WT,0.03855555555555555
F10,0.121,GC001,2,glucose-acetate,2021-09-12,1,5.901111111111111,0.07962962962962965,WT,WT,0.04137037037037035
F11,0.118,GC001,3,glucose-acetate,2021-09-12,1,5.901111111111111,0.07962962962962965,WT,WT,0.038370370370370346
F10,0.121,GC001,2,glucose-acetate,2021-09-12,1,6.026666666666666,0.07955555555555556,WT,WT,0.04144444444444444
F11,0.119,GC001,3,glucose-acetate,2021-09-12,1,6.026666666666666,0.07955555555555556,WT,WT,0.039444444444444435
F10,0.122,GC001,2,glucose-acetate,2021-09-12,1,6.152222222222222,0.07951851851851853,WT,WT,0.04248148148148147
F11,0.119,GC001,3,glucose-acetate,2021-09-12,1,6.152222222222222,0.07951851851851853,WT,WT,0.039481481481481465
F10,0.122,GC001,2,glucose-acetate,2021-09-12,1,6.277777777777778,0.07955555555555556,WT,WT,0.04244444444444444
F11,0.119,GC001,3,glucose-acetate,2021-09-12,1,6.277777777777778,0.07955555555555556,WT,WT,0.039444444444444435
F10,0.122,GC001,2,glucose-acetate,2021-09-12,1,6.403333333333333,0.07962962962962965,WT,WT,0.04237037037037035
F11,0.12,GC001,3,glucose-acetate,2021-09-12,1,6.403333333333333,0.07962962962962965,WT,WT,0.04037037037037035
F10,0.123,GC001,2,glucose-acetate,2021-09-12,1,6.528888888888889,0.07959259259259259,WT,WT,0.04340740740740741
F11,0.12,GC001,3,glucose-acetate,2021-09-12,1,6.528888888888889,0.07959259259259259,WT,WT,0.040407407407407406
F10,0.124,GC001,2,glucose-acetate,2021-09-12,1,6.654444444444445,0.07955555555555556,WT,WT,0.04444444444444444
F11,0.121,GC001,3,glucose-acetate,2021-09-12,1,6.654444444444445,0.07955555555555556,WT,WT,0.04144444444444444
F10,0.125,GC001,2,glucose-acetate,2021-09-12,1,6.78,0.07944444444444444,WT,WT,0.04555555555555556
F11,0.122,GC001,3,glucose-acetate,2021-09-12,1,6.78,0.07944444444444444,WT,WT,0.042555555555555555
F10,0.126,GC001,2,glucose-acetate,2021-09-12,1,6.905555555555556,0.07959259259259259,WT,WT,0.04640740740740741
F11,0.123,GC001,3,glucose-acetate,2021-09-12,1,6.905555555555556,0.07959259259259259,WT,WT,0.04340740740740741
F10,0.127,GC001,2,glucose-acetate,2021-09-12,1,7.0311111111111115,0.07955555555555556,WT,WT,0.04744444444444444
F11,0.124,GC001,3,glucose-acetate,2021-09-12,1,7.0311111111111115,0.07955555555555556,WT,WT,0.04444444444444444
F10,0.128,GC001,2,glucose-acetate,2021-09-12,1,7.156666666666666,0.0795925925925926,WT,WT,0.0484074074074074
F11,0.125,GC001,3,glucose-acetate,2021-09-12,1,7.156666666666666,0.0795925925925926,WT,WT,0.045407407407407396
F10,0.13,GC001,2,glucose-acetate,2021-09-12,1,7.282222222222222,0.07955555555555556,WT,WT,0.050444444444444445
F11,0.127,GC001,3,glucose-acetate,2021-09-12,1,7.282222222222222,0.07955555555555556,WT,WT,0.04744444444444444
F10,0.132,GC001,2,glucose-acetate,2021-09-12,1,7.407777777777778,0.07959259259259259,WT,WT,0.052407407407407416
F11,0.128,GC001,3,glucose-acetate,2021-09-12,1,7.407777777777778,0.07959259259259259,WT,WT,0.04840740740740741
F10,0.134,GC001,2,glucose-acetate,2021-09-12,1,7.533333333333333,0.07962962962962962,WT,WT,0.05437037037037039
F11,0.13,GC001,3,glucose-acetate,2021-09-12,1,7.533333333333333,0.07962962962962962,WT,WT,0.050370370370370385
F10,0.136,GC001,2,glucose-acetate,2021-09-12,1,7.658888888888889,0.07959259259259259,WT,WT,0.05640740740740742
F11,0.132,GC001,3,glucose-acetate,2021-09-12,1,7.658888888888889,0.07959259259259259,WT,WT,0.052407407407407416
F10,0.139,GC001,2,glucose-acetate,2021-09-12,1,7.7844444444444445,0.07951851851851853,WT,WT,0.05948148148148148
F11,0.135,GC001,3,glucose-acetate,2021-09-12,1,7.7844444444444445,0.07951851851851853,WT,WT,0.05548148148148148
F10,0.142,GC001,2,glucose-acetate,2021-09-12,1,7.91,0.07966666666666668,WT,WT,0.06233333333333331
F11,0.138,GC001,3,glucose-acetate,2021-09-12,1,7.91,0.07966666666666668,WT,WT,0.058333333333333334
F10,0.146,GC001,2,glucose-acetate,2021-09-12,1,8.035555555555556,0.07966666666666668,WT,WT,0.06633333333333331
F11,0.141,GC001,3,glucose-acetate,2021-09-12,1,8.035555555555556,0.07966666666666668,WT,WT,0.06133333333333331
F10,0.15,GC001,2,glucose-acetate,2021-09-12,1,8.161111111111111,0.07959259259259259,WT,WT,0.0704074074074074
F11,0.144,GC001,3,glucose-acetate,2021-09-12,1,8.161111111111111,0.07959259259259259,WT,WT,0.0644074074074074
F10,0.154,GC001,2,glucose-acetate,2021-09-12,1,8.286666666666667,0.07959259259259259,WT,WT,0.07440740740740741
F11,0.148,GC001,3,glucose-acetate,2021-09-12,1,8.286666666666667,0.07959259259259259,WT,WT,0.0684074074074074
F10,0.158,GC001,2,glucose-acetate,2021-09-12,1,8.412222222222223,0.07959259259259259,WT,WT,0.07840740740740741
F11,0.152,GC001,3,glucose-acetate,2021-09-12,1,8.412222222222223,0.07959259259259259,WT,WT,0.0724074074074074
F10,0.164,GC001,2,glucose-acetate,2021-09-12,1,8.537777777777778,0.07966666666666668,WT,WT,0.08433333333333333
F11,0.157,GC001,3,glucose-acetate,2021-09-12,1,8.537777777777778,0.07966666666666668,WT,WT,0.07733333333333332
F10,0.169,GC001,2,glucose-acetate,2021-09-12,1,8.663333333333334,0.07951851851851853,WT,WT,0.08948148148148148
F11,0.162,GC001,3,glucose-acetate,2021-09-12,1,8.663333333333334,0.07951851851851853,WT,WT,0.08248148148148148
F10,0.175,GC001,2,glucose-acetate,2021-09-12,1,8.78888888888889,0.07959259259259259,WT,WT,0.0954074074074074
F11,0.167,GC001,3,glucose-acetate,2021-09-12,1,8.78888888888889,0.07959259259259259,WT,WT,0.08740740740740742
F10,0.181,GC001,2,glucose-acetate,2021-09-12,1,8.914444444444445,0.07966666666666668,WT,WT,0.10133333333333332
F11,0.174,GC001,3,glucose-acetate,2021-09-12,1,8.914444444444445,0.07966666666666668,WT,WT,0.09433333333333331
F10,0.188,GC001,2,glucose-acetate,2021-09-12,1,9.04,0.07959259259259259,WT,WT,0.10840740740740741
F11,0.18,GC001,3,glucose-acetate,2021-09-12,1,9.04,0.07959259259259259,WT,WT,0.1004074074074074
F10,0.195,GC001,2,glucose-acetate,2021-09-12,1,9.165555555555555,0.07970370370370371,WT,WT,0.1152962962962963
F11,0.186,GC001,3,glucose-acetate,2021-09-12,1,9.165555555555555,0.07970370370370371,WT,WT,0.10629629629629629
F10,0.202,GC001,2,glucose-acetate,2021-09-12,1,9.29111111111111,0.07962962962962965,WT,WT,0.12237037037037037
F11,0.193,GC001,3,glucose-acetate,2021-09-12,1,9.29111111111111,0.07962962962962965,WT,WT,0.11337037037037036
F10,0.209,GC001,2,glucose-acetate,2021-09-12,1,9.416666666666666,0.07955555555555556,WT,WT,0.12944444444444442
F11,0.2,GC001,3,glucose-acetate,2021-09-12,1,9.416666666666666,0.07955555555555556,WT,WT,0.12044444444444445
F10,0.218,GC001,2,glucose-acetate,2021-09-12,1,9.542222222222222,0.07970370370370371,WT,WT,0.1382962962962963
F11,0.208,GC001,3,glucose-acetate,2021-09-12,1,9.542222222222222,0.07970370370370371,WT,WT,0.1282962962962963
F10,0.228,GC001,2,glucose-acetate,2021-09-12,1,9.667777777777777,0.07966666666666668,WT,WT,0.14833333333333332
F11,0.217,GC001,3,glucose-acetate,2021-09-12,1,9.667777777777777,0.07966666666666668,WT,WT,0.1373333333333333
F10,0.238,GC001,2,glucose-acetate,2021-09-12,1,9.793333333333333,0.07966666666666668,WT,WT,0.15833333333333333
F11,0.226,GC001,3,glucose-acetate,2021-09-12,1,9.793333333333333,0.07966666666666668,WT,WT,0.14633333333333332
F10,0.249,GC001,2,glucose-acetate,2021-09-12,1,9.918888888888889,0.07962962962962965,WT,WT,0.16937037037037034
F11,0.237,GC001,3,glucose-acetate,2021-09-12,1,9.918888888888889,0.07962962962962965,WT,WT,0.15737037037037033
F10,0.261,GC001,2,glucose-acetate,2021-09-12,1,10.044444444444444,0.07951851851851853,WT,WT,0.18148148148148147
F11,0.248,GC001,3,glucose-acetate,2021-09-12,1,10.044444444444444,0.07951851851851853,WT,WT,0.16848148148148145
F10,0.273,GC001,2,glucose-acetate,2021-09-12,1,10.17,0.07962962962962965,WT,WT,0.19337037037037036
F11,0.259,GC001,3,glucose-acetate,2021-09-12,1,10.17,0.07962962962962965,WT,WT,0.17937037037037035
F10,0.285,GC001,2,glucose-acetate,2021-09-12,1,10.295555555555556,0.07966666666666668,WT,WT,0.2053333333333333
F11,0.271,GC001,3,glucose-acetate,2021-09-12,1,10.295555555555556,0.07966666666666668,WT,WT,0.19133333333333336
F10,0.298,GC001,2,glucose-acetate,2021-09-12,1,10.421111111111111,0.07966666666666668,WT,WT,0.21833333333333332
F11,0.284,GC001,3,glucose-acetate,2021-09-12,1,10.421111111111111,0.07966666666666668,WT,WT,0.2043333333333333
F10,0.31,GC001,2,glucose-acetate,2021-09-12,1,10.546666666666667,0.07955555555555556,WT,WT,0.23044444444444445
F11,0.296,GC001,3,glucose-acetate,2021-09-12,1,10.546666666666667,0.07955555555555556,WT,WT,0.21644444444444444
F10,0.323,GC001,2,glucose-acetate,2021-09-12,1,10.672222222222222,0.07959259259259259,WT,WT,0.2434074074074074
F11,0.309,GC001,3,glucose-acetate,2021-09-12,1,10.672222222222222,0.07959259259259259,WT,WT,0.2294074074074074
F10,0.336,GC001,2,glucose-acetate,2021-09-12,1,10.797777777777778,0.07966666666666668,WT,WT,0.25633333333333336
F11,0.321,GC001,3,glucose-acetate,2021-09-12,1,10.797777777777778,0.07966666666666668,WT,WT,0.24133333333333334
F10,0.348,GC001,2,glucose-acetate,2021-09-12,1,10.923333333333334,0.07970370370370371,WT,WT,0.26829629629629625
F11,0.334,GC001,3,glucose-acetate,2021-09-12,1,10.923333333333334,0.07970370370370371,WT,WT,0.2542962962962963
F10,0.359,GC001,2,glucose-acetate,2021-09-12,1,11.04888888888889,0.07955555555555556,WT,WT,0.27944444444444444
F11,0.346,GC001,3,glucose-acetate,2021-09-12,1,11.04888888888889,0.07955555555555556,WT,WT,0.26644444444444443
F10,0.371,GC001,2,glucose-acetate,2021-09-12,1,11.174444444444445,0.07962962962962965,WT,WT,0.29137037037037034
F11,0.358,GC001,3,glucose-acetate,2021-09-12,1,11.174444444444445,0.07962962962962965,WT,WT,0.2783703703703703
F10,0.382,GC001,2,glucose-acetate,2021-09-12,1,11.3,0.07970370370370371,WT,WT,0.3022962962962963
F11,0.369,GC001,3,glucose-acetate,2021-09-12,1,11.3,0.07970370370370371,WT,WT,0.2892962962962963
F10,0.393,GC001,2,glucose-acetate,2021-09-12,1,11.425555555555556,0.07962962962962962,WT,WT,0.3133703703703704
F11,0.381,GC001,3,glucose-acetate,2021-09-12,1,11.425555555555556,0.07962962962962962,WT,WT,0.3013703703703704
F10,0.403,GC001,2,glucose-acetate,2021-09-12,1,11.551111111111112,0.07966666666666668,WT,WT,0.32333333333333336
F11,0.391,GC001,3,glucose-acetate,2021-09-12,1,11.551111111111112,0.07966666666666668,WT,WT,0.31133333333333335
F10,0.413,GC001,2,glucose-acetate,2021-09-12,1,11.676666666666666,0.07962962962962965,WT,WT,0.3333703703703703
F11,0.402,GC001,3,glucose-acetate,2021-09-12,1,11.676666666666666,0.07962962962962965,WT,WT,0.32237037037037036
F10,0.423,GC001,2,glucose-acetate,2021-09-12,1,11.802222222222222,0.07955555555555556,WT,WT,0.34344444444444444
F11,0.411,GC001,3,glucose-acetate,2021-09-12,1,11.802222222222222,0.07955555555555556,WT,WT,0.33144444444444443
F10,0.432,GC001,2,glucose-acetate,2021-09-12,1,11.927777777777777,0.07966666666666668,WT,WT,0.35233333333333333
F11,0.421,GC001,3,glucose-acetate,2021-09-12,1,11.927777777777777,0.07966666666666668,WT,WT,0.3413333333333333
C8,0.083,GC048,1,glucose-acetate,2021-09-12,1,0.0,0.07903703703703703,∆dpp,Single KO,0.003962962962962974
D8,0.082,GC048,2,glucose-acetate,2021-09-12,1,0.0,0.07903703703703703,∆dpp,Single KO,0.002962962962962973
E8,0.082,GC048,3,glucose-acetate,2021-09-12,1,0.0,0.07903703703703703,∆dpp,Single KO,0.002962962962962973
C8,0.083,GC048,1,glucose-acetate,2021-09-12,1,0.12555555555555556,0.07911111111111112,∆dpp,Single KO,0.003888888888888886
D8,0.082,GC048,2,glucose-acetate,2021-09-12,1,0.12555555555555556,0.07911111111111112,∆dpp,Single KO,0.0028888888888888853
E8,0.083,GC048,3,glucose-acetate,2021-09-12,1,0.12555555555555556,0.07911111111111112,∆dpp,Single KO,0.003888888888888886
C8,0.084,GC048,1,glucose-acetate,2021-09-12,1,0.2511111111111111,0.07922222222222221,∆dpp,Single KO,0.0047777777777777974
D8,0.082,GC048,2,glucose-acetate,2021-09-12,1,0.2511111111111111,0.07922222222222221,∆dpp,Single KO,0.0027777777777777957
E8,0.083,GC048,3,glucose-acetate,2021-09-12,1,0.2511111111111111,0.07922222222222221,∆dpp,Single KO,0.0037777777777777966
C8,0.084,GC048,1,glucose-acetate,2021-09-12,1,0.37666666666666665,0.07925925925925925,∆dpp,Single KO,0.004740740740740754
D8,0.083,GC048,2,glucose-acetate,2021-09-12,1,0.37666666666666665,0.07925925925925925,∆dpp,Single KO,0.003740740740740753
E8,0.083,GC048,3,glucose-acetate,2021-09-12,1,0.37666666666666665,0.07925925925925925,∆dpp,Single KO,0.003740740740740753
C8,0.084,GC048,1,glucose-acetate,2021-09-12,1,0.5022222222222222,0.0792962962962963,∆dpp,Single KO,0.00470370370370371
D8,0.083,GC048,2,glucose-acetate,2021-09-12,1,0.5022222222222222,0.0792962962962963,∆dpp,Single KO,0.003703703703703709
E8,0.083,GC048,3,glucose-acetate,2021-09-12,1,0.5022222222222222,0.0792962962962963,∆dpp,Single KO,0.003703703703703709
C8,0.085,GC048,1,glucose-acetate,2021-09-12,1,0.6277777777777778,0.0794074074074074,∆dpp,Single KO,0.005592592592592607
D8,0.084,GC048,2,glucose-acetate,2021-09-12,1,0.6277777777777778,0.0794074074074074,∆dpp,Single KO,0.0045925925925926064
E8,0.083,GC048,3,glucose-acetate,2021-09-12,1,0.6277777777777778,0.0794074074074074,∆dpp,Single KO,0.0035925925925926055
C8,0.085,GC048,1,glucose-acetate,2021-09-12,1,0.7533333333333333,0.07925925925925927,∆dpp,Single KO,0.005740740740740741
D8,0.084,GC048,2,glucose-acetate,2021-09-12,1,0.7533333333333333,0.07925925925925927,∆dpp,Single KO,0.00474074074074074
E8,0.084,GC048,3,glucose-acetate,2021-09-12,1,0.7533333333333333,0.07925925925925927,∆dpp,Single KO,0.00474074074074074
C8,0.085,GC048,1,glucose-acetate,2021-09-12,1,0.8788888888888889,0.07933333333333333,∆dpp,Single KO,0.005666666666666681
D8,0.084,GC048,2,glucose-acetate,2021-09-12,1,0.8788888888888889,0.07933333333333333,∆dpp,Single KO,0.00466666666666668
E8,0.084,GC048,3,glucose-acetate,2021-09-12,1,0.8788888888888889,0.07933333333333333,∆dpp,Single KO,0.00466666666666668
C8,0.085,GC048,1,glucose-acetate,2021-09-12,1,1.0044444444444445,0.07933333333333333,∆dpp,Single KO,0.005666666666666681
D8,0.085,GC048,2,glucose-acetate,2021-09-12,1,1.0044444444444445,0.07933333333333333,∆dpp,Single KO,0.005666666666666681
E8,0.084,GC048,3,glucose-acetate,2021-09-12,1,1.0044444444444445,0.07933333333333333,∆dpp,Single KO,0.00466666666666668
C8,0.086,GC048,1,glucose-acetate,2021-09-12,1,1.13,0.0792962962962963,∆dpp,Single KO,0.006703703703703698
D8,0.085,GC048,2,glucose-acetate,2021-09-12,1,1.13,0.0792962962962963,∆dpp,Single KO,0.005703703703703711
